Chromosome	Genomic Position Start	Genomic Position End	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Phenotypes	moi
chr11	27365961	27472790	606666	LGR4, GPR48, BNMD17, DPSL	Leucine-rich repeat-containing G protein-coupled receptor 4	LGR4	55366	ENSG00000205213	{Bone mineral density, low, susceptibility to}, 615311 (3), Autosomal dominant	AD
chr11	31789026	31817961	607108	PAX6, AN2, MGDA, FVH1, ASGD5	Paired box homeotic gene-6	PAX6	5080	ENSG00000007372	Cataract with late-onset corneal dystrophy, 106210 (3), Autosomal dominant	AD
chr11	32387775	32435539	607102	WT1, NPHS4	WT1 transcription factor	WT1	7490	ENSG00000184937	Meacham syndrome, 608978 (3), Autosomal dominant	AD
chr11	36510353	36579762	179615	RAG1	Recombination activating gene-1	RAG1	5896	ENSG00000166349	Severe combined immunodeficiency, B cell-negative, 601457 (3), Autosomal recessive	AR
chr11	36590996	36598236	179616	RAG2	Recombination activating gene-2	RAG2	5897	ENSG00000175097	Combined cellular and humoral immune defects with granulomas, 233650 (3), Autosomal recessive	AR
chr11	44095678	44251962	608210	EXT2, SSMS	Exostosin glycosyltransferase 2	EXT2	2132	ENSG00000151348	Exostoses, multiple, type 2, 133701 (3), Autosomal dominant	AD
chr11	44260440	44310139	605420	ALX4, PFM2, FPP, FND2, CRS5	Aristaless-like 4, mouse, homolog of	ALX4	60529	ENSG00000052850	{Craniosynostosis 5, susceptibility to}, 615529 (3), Autosomal dominant	AD
chr11	45909663	45918822	603360	PEX16, PBD8A, PBD8B	Peroxisome biogenesis factor 16	PEX16	9409	ENSG00000121680	Peroxisome biogenesis disorder 8A (Zellweger), 614876 (3), Autosomal recessive	AR
chr11	46701031	46705912	616454	ZNF408, EVR6, RP72	Zinc finger protein 408	ZNF408	79797	ENSG00000175213	?Exudative vitreoretinopathy 6, 616468 (3), Autosomal dominant	AD
chr11	46719213	46739506	176930	F2, THPH1, RPRGL2	Coagulation factor II (thrombin)	F2	2147	ENSG00000180210	{Pregnancy loss, recurrent, susceptibility to, 2}, 614390 (3), Autosomal dominant	AD
chr11	46856717	46918550	604270	LRP4, MEGF7, CLSS, SOST2, CMS17	Low density lipoprotein receptor-related protein 4	LRP4	4038	ENSG00000134569	Sclerosteosis 2, 614305 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr11	47269188	47330031	603584	MADD, DENN, NEDDISH, DEEAH	MAP kinase-activating death domain (differentially expressed in normal and neoplastic cells)	MADD	8567	ENSG00000110514	DEEAH syndrome, 619004 (3), Autosomal recessive	AR
chr11	47331406	47352702	600958	MYBPC3, CMH4, CMD1MM, LVNC10	Myosin-binding protein C, cardiac	MYBPC3	4607	ENSG00000134571	Cardiomyopathy, dilated, 1MM, 615396 (3), Autosomal dominant	AD
chr11	47437764	47449136	601592	RAPSN, CMS1D, CMS11, FADS2	Receptor-associated protein of the synapse, 43kD	RAPSN	5913	ENSG00000165917	Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency, 616326 (3), Autosomal recessive	AR
chr11	47980559	48170839	600925	PTPRJ, DEP1, THC10	Protein tyrosine phosphatase, receptor type, J polypeptide	PTPRJ	5795	ENSG00000149177	Thrombocytopenia 10, 620484 (3), Autosomal recessive	AR
chr11	57597685	57614848	606860	SERPING1, C1NH, HAE1, HAE2	Serpin family G member 1 (complement component-1 inhibitor)	SERPING1	710	ENSG00000149131	Complement component 4, partial deficiency of, 120790 (3), Autosomal dominant	AD
chr11	59142856	59155039	615292	FAM111A, KIAA1895, KCS2, GCLEB	Family with sequence similarity 111, member A	FAM111A	63901	ENSG00000166801	Gracile bone dysplasia, 602361 (3), Autosomal dominant	AD
chr11	59754188	59805878	600876	STX3, STX3A, DIAR12, MVID2, RDMVID	Syntaxin 3	STX3	6809	ENSG00000166900	Diarrhea 12, with microvillus atrophy, 619445 (3), Autosomal recessive	AR
chr11	61392587	61398846	613277	TMEM216, JBTS2, CORS2, MKS2	Transmembrane protein 216	TMEM216	51259	ENSG00000187049	Meckel syndrome 2, 603194 (3), Autosomal recessive	AR
chr11	61752636	61788518	608329	MYRF, C11orf9, KIAA0954, MMERV, CUGS	Myelin regulatory factor	MYRF	745	ENSG00000124920	Cardiac-urogenital syndrome, 618280 (3), Autosomal dominant	AD
chr11	61949821	61965515	607854	BEST1, VMD2, ARB, RP50	Bestrophin 1	BEST1	7439	ENSG00000167995	?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2, 193220 (3), Autosomal dominant	AD
chr11	61964285	61967634	134770	FTH1, FTHL6, HFE5, NBIA9	Ferritin, heavy polypeptide 1	FTH1	2495	ENSG00000167996	?Hemochromatosis, type 5, 615517 (3), Autosomal dominant	AD
chr11	62690262	62709537	606158	BSCL2, SPG17, PELD, HMND13	Seipin	BSCL2	26580	ENSG00000168000	Neuronopathy, distal hereditary motor, autosomal dominant 13, 619112 (3), Autosomal dominant	AD
chr11	65538559	65558359	602090	LTBP3, LTBP2, DASS, GPHYSD3	Latent transforming growth factor beta binding protein-3	LTBP3	4054	ENSG00000168056	Geleophysic dysplasia 3, 617809 (3), Autosomal dominant	AD
chr11	66546395	66563334	102574	ACTN3, ACTN3D	Actinin, alpha-3	ACTN3	89	ENSG00000248746	[Alpha-actinin-3 deficiency], 617749 (3), Autosomal recessive	AR
chr11	66682497	66744682	604985	SPTBN2, SCA5, SCAR14	Spectrin, beta, nonerythrocytic, 2	SPTBN2	6712	ENSG00000173898	Spinocerebellar ataxia, autosomal recessive 14, 615386 (3), Autosomal recessive	AR
chr11	67483026	67491103	605555	AIP, XAP2, ARA9, PITA1	Aryl hydrocarbon receptor-interacting protein	AIP	9049	ENSG00000110711	Pituitary adenoma predisposition, 102200 (3), Somatic mutation, Autosomal dominant	AD
chr11	68298412	68449275	603506	LRP5, BMND1, LRP7, LR3, OPPG, OPTA1, EVR4, PCLD4	Low density lipoprotein receptor-related protein-5	LRP5	4041	ENSG00000162337	[Bone mineral density variability 1], 601884 (3), Autosomal dominant	AD
chr11	68903891	68940601	600502	IGHMBP2, SMUBP2, CATF1, SMARD1, HMNR1, CMT2S	Immunoglobulin mu binding protein 2	IGHMBP2	3508	ENSG00000132740	Neuronopathy, distal hereditary motor, autosomal recessive 1, 604320 (3), Autosomal recessive	AR
chr11	69641156	69654474	168461	CCND1, PRAD1, BCL1	Cyclin D1	CCND1	595	ENSG00000110092	{Colorectal cancer, susceptibility to}, 114500 (3), Somatic mutation, Autosomal dominant	AD
chr11	69965997	70189530	610108	ANO1, TMEM16A, FLJ10261, INDMS, MYMY7	Anoctamin 1, calcium activated chloride channel	ANO1	55107	ENSG00000131620	?Intestinal dysmotility syndrome, 620045 (3), Autosomal recessive	AR
chr11	72285495	72434531	616254	CLPB, SKD3, MGCA7, MEGCANN, SCN9, MGCA7A	Caseinolytic peptidase B	CLPB	81570	ENSG00000162129	3-methylglutaconic aciduria, type VIIB, autosomal recessive, 616271 (3), Autosomal recessive	AR
chr11	75562253	75572783	600943	SERPINH1, SERPINH2, PPROM, CBP2, CBP1, OI10	Serpin peptidase inhibitor, clade H, member 1	SERPINH1	871	ENSG00000149257	Osteogenesis imperfecta, type X, 613848 (3), Autosomal recessive	AR
chr11	77128246	77215241	276903	MYO7A, USH1B, DFNB2, DFNA11	Myosin VIIA	MYO7A	4647	ENSG00000137474	Usher syndrome, type 1B, 276900 (3), Autosomal recessive	AR
chr11	78100946	78139626	608103	ALG8, CDG1H, PCLD3	ALG8 alpha-1,3-glucosyltransferase	ALG8	79053	ENSG00000159063	Polycystic liver disease 3 with or without kidney cysts, 617874 (3), Autosomal dominant	AD
chr11	78435968	78574864	612803	NARS2, COXPD24, DFNB94	Asparaginyl-tRNA synthetase 2	NARS2	79731	ENSG00000137513	?Deafness, autosomal recessive 94, 618434 (3), Autosomal recessive	AR
chr11	86945679	86955395	604579	FZD4, EVR1	Frizzled, Drosophila, homolog of, 4	FZD4	8322	ENSG00000174804	Exudative vitreoretinopathy 1, 133780 (3), Autosomal dominant	AD
chr11	88293592	88337736	602365	CTSC, CPPI, PALS, PLS, HMS, PDON1, JPD	Cathepsin C	CTSC	1075	ENSG00000109861	Haim-Munk syndrome, 245010 (3), Autosomal recessive	AR
chr11	89177875	89295759	606933	TYR, SHEP3, CMM8, OCA1A, ATN	Tyrosinase	TYR	7299	ENSG00000077498	[Skin/hair/eye pigmentation 3, blue/green eyes], 601800 (3), Autosomal dominant	AD
chr11	102789919	102798160	120353	MMP1, CLG	Matrix metalloproteinase 1 (interstitial collagenase)	MMP1	4312	ENSG00000196611	{Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}, 226600 (3), Autosomal recessive	AR
chr11	102942995	102955732	600108	MMP13, CLG3, MANDP1, MDST	Matrix metalloproteinase 13 (collagenase 3)	MMP13	4322	ENSG00000137745	Metaphyseal anadysplasia 1, 602111 (3), Autosomal dominant	AD
chr11	108223067	108369102	607585	ATM, ATA, AT1	ATM serine/threonine kinase	ATM	472	ENSG00000149311	Ataxia-telangiectasia, 208900 (3), Autosomal recessive	AR
chr11	111768025	111871581	606941	ALG9, DIBD1, CDG1L, GIKANIS	ALG9 alpha-1,2-mannosyltransferase	ALG9	79796	ENSG00000086848	Congenital disorder of glycosylation, type Il, 608776 (3), Autosomal recessive	AR
chr11	111908564	111923740	123590	CRYAB, CRYA2, CTPP2, CMD1II, CTRCT16, MFM2	Crystallin, alpha B	CRYAB	1410	ENSG00000109846	Myopathy, myofibrillar, 2, 608810 (3), Autosomal dominant	AD
chr11	116789367	116792420	606368	APOA5	Apolipoprotein A-V	APOA5	116519	ENSG00000110243	{Hypertriglyceridemia, susceptibility to}, 145750 (3), Autosomal dominant	AD
chr11	116835751	116837950	107680	APOA1, HPALP2	Apolipoprotein A-I	APOA1	335	ENSG00000118137	Amyloidosis, 3 or more types, 105200 (3), Autosomal dominant	AD
chr11	118133377	118152823	608256	SCN4B, LQT10, ATFB17	Sodium voltage-gated channel, beta subunit 4	SCN4B	6330	ENSG00000177098	Long QT syndrome 10, 611819 (3), Autosomal dominant	AD
chr11	118304730	118316173	186830	CD3E, IMD18	CD3E antigen, epsilon polypeptide (TiT3 complex)	CD3E	916	ENSG00000198851	Immunodeficiency 18, SCID variant, 615615 (3), Autosomal recessive	AR
chr11	119024112	119030877	602671	SLC37A4, G6PT1, CDG2W	Solute carrier family 37 (glucose-6-phosphate transporter), member 4	SLC37A4	2542	ENSG00000137700	Congenital disorder of glycosylation, type IIw, 619525 (3), Autosomal dominant	AD
chr11	119067818	119081972	608549	VPS11, HLD12; DYT32	VPS11 core subunit of CORVET and HOPS complexes	VPS11	55823	ENSG00000160695	Leukodystrophy, hypomyelinating, 12, 616683 (3), Autosomal recessive	AR
chr11	119084881	119093549	609806	HMBS, PBGD, UPS, ENCEP, LENCEP	Hydroxymethylbilane synthase	HMBS	3145	ENSG00000256269	Encephalopathy, porphyria-related, 620704 (3), Autosomal recessive	AR
chr11	119093874	119101853	191350	DPAGT1, DPAGT2, DGPT, CDG1J, CMSTA2, CMS13	Dolichyl-phosphate N-acetylglucosamine phosphotransferase	DPAGT1	1798	ENSG00000172269	Congenital disorder of glycosylation, type Ij, 608093 (3), Autosomal recessive	AR
chr11	119206339	119308149	165360	CBL, CBL2, NSLL	CBL protooncogene	CBL	867	ENSG00000110395	?Juvenile myelomonocytic leukemia, 607785 (3), Somatic mutation, Autosomal dominant	AD
chr11	119638098	119729200	600644	NECTIN1, PVRL1, HVEC, PVRR1, PRR1, ED4, OFC7, CLPED1	Nectin 1	NECTIN1	5818	ENSG00000110400	Orofacial cleft 7, 225060 (3), Autosomal recessive	AR
chr11	121101243	121191490	602574	TECTA, DFNA8, DFNA12, DFNB21	Tectorin, alpha	TECTA	7007	ENSG00000109927	Deafness, autosomal recessive 21, 603629 (3), Autosomal recessive	AR
chr11	123629188	123654624	608214	SCN3B, SCNB3, BRGDA7, ATFB16	Sodium voltage-gated channel, beta subunit 3	SCN3B	55800	ENSG00000166257	Brugada syndrome 7, 613120 (3), Autosomal dominant	AD
chr11	124919205	124936047	611642	HEPACAM, MLC2A, MLC2B	Hepatocyte cell adhesion molecule	HEPACAM	220296	ENSG00000165478	Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without impaired intellectual development, 613926 (3), Autosomal dominant	AD
chr11	125591769	125623091	601134	STT3A, ITM1, TMC, CDG1WAR, CDG1WAD	STT3A, subunit of the oligosaccharyltransferase complex (catalytic)	STT3A	3703	ENSG00000134910	Congenital disorder of glycosylation, type Iw, autosomal recessive, 615596 (3), Autosomal recessive	AR
chr11	128891356	128921163	600734	KCNJ5, GIRK4, KATP1, LQT13	Potassium inwardly-rectifying channel, subfamily J, member 5	KCNJ5	3762	ENSG00000120457	Hyperaldosteronism, familial, type III, 613677 (3), Autosomal dominant	AD
chr12	752579	911452	605232	WNK1, PRKWNK1, KDP, PHA2C, HSAN2, HSN2	WNK lysine deficient protein kinase 1	WNK1	65125	ENSG00000060237	Pseudohypoaldosteronism, type IIC, 614492 (3), Autosomal dominant	AD
chr12	1970780	2697950	114205	CACNA1C, CACNL1A1, CCHL1A1, TS, LQT8, NEDHLSS	Calcium channel, voltage-dependent, L type, alpha 1C subunit	CACNA1C	775	ENSG00000151067	Long QT syndrome 8, 618447 (3), Autosomal dominant	AD
chr12	4368227	4379712	605380	FGF23, ADHR, HPDR2, PHPTC, HFTC2	Fibroblast growth factor 23	FGF23	8074	ENSG00000118972	Hypophosphatemic rickets, autosomal dominant, 193100 (3), Autosomal dominant	AD
chr12	5948877	6124670	613160	VWF, F8VWF	Coagulation factor VIII VWF (von Willebrand factor)	VWF	7450	ENSG00000110799	von Willebrand disease, types 2A, 2B, 2M, and 2N, 613554 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr12	6328771	6342076	191190	TNFRSF1A, TNFR1, TNFAR, FPF, MS5	Tumor necrosis factor receptor superfamily, member 1A	TNFRSF1A	7132	ENSG00000067182	Periodic fever, familial, 142680 (3), Autosomal dominant	AD
chr12	6346847	6377359	600228	SCNN1A, BESC2, LIDLS3, PHA1B1	Sodium channel, epithelial 1, subunit alpha	SCNN1A	6337	ENSG00000111319	?Liddle syndrome 3, 618126 (3), Autosomal dominant	AD
chr12	6462237	6470677	185880	VAMP1, SYB1, SPAX1, CMS25	Vesicle-associated membrane protein-1 (synaptobrevin-1)	VAMP1	6843	ENSG00000139190	Spastic ataxia 1, autosomal dominant, 108600 (3), Autosomal dominant	AD
chr12	6924459	6942321	607462	ATN1, DRPLA, HRS, NOD, CHEDDA	Atrophin 1	ATN1	1822	ENSG00000111676	Congenital hypotonia, epilepsy, developmental delay, and digital anomalies, 618494 (3), Autosomal dominant	AD
chr12	7060718	7071032	120580	C1S, EDSPD2	Complement component-1, s subcomponent	C1S	716	ENSG00000182326	Ehlers-Danlos syndrome, periodontal type, 2, 617174 (3), Autosomal dominant	AD
chr12	7188653	7218574	600414	PEX5, PXR1, PTS1R, PBD2A, PBD2B, RCDP5	Peroxisome biogenesis factor 5	PEX5	5830	ENSG00000139197	Peroxisome biogenesis disorder 2A (Zellweger), 214110 (3), Autosomal recessive	AR
chr12	7689784	7695775	606522	GDF3, KFS3, MCOPCB6, MCOP7	Growth differentiation factor 3	GDF3	9573	ENSG00000184344	Microphthalmia, isolated, with coloboma 6, 613703 (3), Autosomal dominant	AD
chr12	12116025	12267044	603507	LRP6, ADCAD2, STHAG7	Low density lipoprotein receptor-related protein 6	LRP6	4040	ENSG00000070018	Tooth agenesis, selective, 7, 616724 (3), Autosomal dominant	AD
chr12	13537337	13982134	138252	GRIN2B, NMDAR2B, MRD6, DEE27	Glutamate receptor, ionotropic, N-methyl D-aspartate 2B	GRIN2B	2904	ENSG00000273079	Intellectual developmental disorder, autosomal dominant 6, with or without seizures, 613970 (3), Autosomal dominant	AD
chr12	14612632	14696599	601330	GUCY2C, GUC2C, DIAR6, MECIL	Guanylate cyclase 2C (heat stable enterotoxin receptor)	GUCY2C	2984	ENSG00000070019	Meconium ileus, 614665 (3), Autosomal recessive	AR
chr12	14973042	14981865	601190	PDE6H, RCD3, ACHM6	Phosphodiesterase 6H	PDE6H	5149	ENSG00000139053	Achromatopsia 6, 610024 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr12	21797389	21941426	601439	ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS	ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2)	ABCC9	10060	ENSG00000069431	Hypertrichotic osteochondrodysplasia (Cantu syndrome), 239850 (3), Autosomal dominant	AD
chr12	32679301	32745650	603850	DNM1L, DRP1, DVLP, DYMPLE, EMPF1, OPA5	Dynamin 1-like	DNM1L	10059	ENSG00000087470	Encephalopathy, lethal, due to defective mitochondrial peroxisomal fission 1, 614388 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr12	39293228	39443120	608283	KIF21A, KIAA1708, FEOM1, CFEOM1, CFEOM3B	Kinesin family member 21A	KIF21A	55605	ENSG00000139116	Fibrosis of extraocular muscles, congenital, 1, 135700 (3), Autosomal dominant	AD
chr12	47972967	48006212	120140	COL2A1	Collagen II, alpha-1 polypeptide	COL2A1	1280	ENSG00000139219	Czech dysplasia, 609162 (3), Autosomal dominant	AD
chr12	48965340	48971735	601906	WNT10B, SHFM6, STHAG8	Wingless-type MMTV integration site family, member 10B	WNT10B	7480	ENSG00000169884	Split-hand/foot malformation 6, 225300 (3), Autosomal recessive	AR
chr12	48978322	48982620	164820	WNT1, INT1, OI15, BMND16	Wingless-type MMTV integration site family, member 1 (oncogene INT1)	WNT1	7471	ENSG00000125084	Osteogenesis imperfecta, type XV, 615220 (3), Autosomal recessive	AR
chr12	49018978	49060794	602113	KMT2D, MLL2, ALR, KABUK1, BCAHH	Lysine methyltransferase 2D	KMT2D	8085	ENSG00000167548	Kabuki syndrome 1, 147920 (3), Autosomal dominant	AD
chr12	49086656	49094801	605423	DHH, SRXY7, GDMN	Desert hedgehog signaling molecule	DHH	50846	ENSG00000139549	46XY sex reversal 7, 233420 (3), Autosomal recessive	AR
chr12	51591233	51812864	600702	SCN8A, CIAT, DEE13, BFIS5, MYOCL2	Sodium voltage-gated channel, alpha subunit 8	SCN8A	6334	ENSG00000196876	Seizures, benign familial infantile, 5, 617080 (3), Autosomal dominant	AD
chr12	52314301	52321398	602765	KRT83, KRTHB3, HB3, MNLIX, EKVP5	Keratin 83	KRT83	3889	ENSG00000170523	Erythrokeratodermia variabilis et progressiva 5, 617756 (3), Autosomal recessive	AR
chr12	52514575	52520394	148040	KRT5, DDD1, EBS2A, EBS2B, EBS2C, EBS2D, EBS2E, EBS2F	Keratin 5	KRT5	3852	ENSG00000186081	Dowling-Degos disease 1, 179850 (3), Autosomal dominant	AD
chr12	52565782	52573843	608248	KRT74, K6IRS4, KRT6IRS4, HTSS2, HYPT3, ADWH	Keratin 74	KRT74	121391	ENSG00000170484	?Hypotrichosis 3, 613981 (3), Autosomal dominant	AD
chr12	52674736	52680407	139350	KRT1, EPPK, NEPPK, EHK1, AEI2	Keratin 1	KRT1	3848	ENSG00000167768	Palmoplantar keratoderma, nonepidermolytic, 600962 (3), Autosomal dominant	AD
chr12	52948855	52952906	148070	KRT18	Keratin 18	KRT18	3875	ENSG00000111057	{Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3), Autosomal recessive	AR
chr12	54280726	54287087	164017	HNRNPA1, IBMPFD3, ALS20, MPD3	Heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	3178	ENSG00000135486	?Myopathy, distal, 3, 610099 (3), Autosomal dominant	AD
chr12	56080108	56103505	190151	ERBB3, LCCS2, FERLK, VSCN1	Transformation gene ERBB-3	ERBB3	2065	ENSG00000065361	{?Erythroleukemia, familial, susceptibility to}, 133180 (3), Autosomal dominant	AD
chr12	56341597	56360107	600556	STAT2, IMD44, PTORCH3	Signal transducer and activator of transcription 2	STAT2	6773	ENSG00000170581	Immunodeficiency 44, 616636 (3), Autosomal recessive	AR
chr12	57128483	57213361	107770	LRP1, A2MR, KPA, DDH3	Low density lipoprotein-related protein-1 (alpha-2-macroglobulin receptor)	LRP1	4035	ENSG00000123384	Developmental dysplasia of the hip 3, 620690 (3), Autosomal dominant	AD
chr12	57459785	57472268	165220	GLI1, PAPA8, PPD1	GLI family zinc finger 1	GLI1	2735	ENSG00000111087	Polydactyly, postaxial, type A8, 618123 (3), Autosomal recessive	AR
chr12	57488068	57516652	156560	MARS1, MARS, MTRNS, METRS, ILLD, CMT2U, TTD9, SPG70	Methioninyl-tRNA synthetase 1	MARS1	4141	ENSG00000166986	Interstitial lung and liver disease, 615486 (3), Autosomal recessive	AR
chr12	57550044	57586633	602821	KIF5A, NKHC, SPG10, NEIMY, ALS25	Kinesin family member 5A	KIF5A	3798	ENSG00000155980	{Amyotrophic lateral sclerosis, susceptibility to, 25}, 617921 (3), Autosomal dominant	AD
chr12	64452120	64502114	604834	TBK1, NAK, FTDALS4, IIAE8	TANK-binding kinase 1	TBK1	29110	ENSG00000183735	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4, 616439 (3), Autosomal dominant	AD
chr12	65169583	65248355	607844	LEMD3, MAN1	LEM domain-containing 3	LEMD3	23592	ENSG00000174106	Osteopoikilosis with or without melorheostosis, 166700 (3), Autosomal dominant	AD
chr12	68154768	68159740	147570	IFNG, IFG, IFI, IMD69	Interferon, gamma	IFNG	3458	ENSG00000111537	{TSC2 angiomyolipomas, renal, modifier of}, 613254 (3), Autosomal dominant	AD
chr12	68686978	68745809	607617	NUP107, NUP84, NPHS11, ODG6; GAMOS7	Nucleoporin, 107kD	NUP107	57122	ENSG00000111581	Galloway-Mowat syndrome 7, 618348 (3), Autosomal recessive	AR
chr12	68808172	68850686	164785	MDM2, ACTFS, LSKB	MDM2 protooncogene	MDM2	4193	ENSG00000135679	?Lessel-Kubisch syndrome, 618681 (3), Autosomal recessive	AR
chr12	80444235	80680273	603317	PTPRQ, PTPGMC1, DFNB84A, DFNA73	Protein-tyrosine phosphatase, receptor-type, Q	PTPRQ	374462	ENSG00000139304	Deafness, autosomal recessive 84A, 613391 (3), Autosomal recessive	AR
chr12	88049016	88142088	610142	CEP290, KIAA0373, 3H11AG, JBTS5, SLSN6, LCA10, BBS14	Centrosomal protein, 290kD	CEP290	80184	ENSG00000198707	Joubert syndrome 5, 610188 (3), Autosomal recessive	AR
